purchase_id,user_id,product_id,vendor_id,amount_spent,label
130,164,15,16,100.15,0
131,134,91,8,60.3,0
132,15,56,3,298.92,0
133,200,95,5,56.49,0
134,51,71,13,352.03,0
135,68,27,18,90.28,0
136,191,85,1,154.6,0
137,143,70,19,261.86,1
138,99,25,1,130.88,0
139,107,46,12,226.24,0
140,166,38,9,326.89,0
141,17,4,16,299.23,0
142,183,82,6,262.15,0
143,64,7,20,372.09,0
144,74,76,17,558.0,0
145,109,52,1,86.35,0
146,191,9,11,23.27,0
147,8,71,14,274.96,0
148,161,76,1,475.65,0
149,163,59,8,387.76,0
150,73,16,14,254.62,0
151,123,79,4,96.08,0
152,181,3,17,205.39,0
153,165,94,14,241.45,0
154,123,36,9,44.34,0
155,188,73,5,66.01,0
156,17,11,7,97.16,0
157,10,18,5,177.91,0
158,89,41,8,436.59,0
159,125,76,19,413.86,0
160,121,69,12,386.22,0
161,108,59,13,298.1,0
162,102,16,17,242.29,0
163,22,20,20,47.06,0
164,166,17,4,613.63,0
165,28,31,2,347.46,0
166,157,62,9,212.51,0
167,84,80,6,261.65,0
168,9,27,13,54.45,0
169,57,65,13,69.42,0
170,14,87,19,39.42,0
171,68,25,18,116.99,0
172,196,86,5,138.78,0
173,103,87,6,64.87,0
174,152,87,19,79.05,0
175,98,66,18,95.51,0
176,57,73,8,62.83,0
177,25,96,9,267.42,0
178,117,44,18,65.84,0
179,194,6,10,98.41,0
180,93,3,20,328.35,0
181,6,36,15,23.11,0
182,134,16,15,102.74,0
183,190,65,10,128.03,0
184,159,3,7,344.81,0
185,158,59,15,172.16,0
186,62,51,14,32.95,0
187,49,96,19,388.53,0
188,175,45,18,262.35,0
189,77,5,5,371.26,0
190,152,8,7,146.71,0
191,146,86,7,134.42,0
192,79,20,9,95.83,0
193,33,46,14,330.66,0
194,66,98,12,548.83,0
195,107,11,6,80.72,0
196,136,32,15,448.34,0
197,55,1,8,311.4,0
198,200,41,15,447.3,0
199,196,89,11,112.84,0
200,117,51,10,12.07,0
201,34,89,15,79.72,0
202,39,61,19,203.39,0
203,144,59,1,219.22,0
204,17,95,19,66.01,0
205,100,42,15,398.87,0
206,71,80,11,242.56,0
207,99,79,12,95.05,0
208,114,53,5,265.07,0
209,178,36,14,55.48,0
210,122,63,13,8.47,0
211,165,15,11,136.73,0
212,47,62,1,205.08,0
213,30,59,13,271.02,1
214,153,19,11,386.69,0
215,129,4,4,438.71,0
216,110,13,13,97.38,0
217,188,17,9,265.51,0
218,58,12,18,69.85,0
219,58,8,10,152.15,0
220,193,30,1,182.09,0
221,106,26,8,29.61,0
222,161,73,20,34.46,0
223,4,64,19,99.53,0
224,150,8,6,132.52,0
225,190,9,18,37.2,0
226,14,44,14,144.13,0
227,132,19,13,313.32,0
228,72,52,10,165.68,0
229,22,93,10,94.65,0
230,68,4,15,396.19,0
231,62,27,16,65.23,0
232,116,63,1,17.32,0
233,96,46,4,320.89,0
234,152,25,20,116.24,0
235,113,23,19,131.96,0
236,185,64,9,114.47,0
237,108,3,3,244.16,0
238,185,16,8,119.25,0
239,2,95,6,30.67,0
240,86,99,10,55.86,0
241,189,16,3,260.92,0
242,170,30,20,107.34,0
243,165,34,20,448.03,0
244,154,16,11,199.82,0
245,76,49,11,298.53,0
246,72,7,14,445.93,0
247,182,82,3,228.83,0
248,158,51,13,17.15,0
249,107,73,14,61.16,0
250,78,17,19,291.35,0
251,35,1,19,268.16,0
252,51,36,18,54.03,0
253,94,67,13,82.79,0
254,47,15,15,90.52,0
255,177,54,16,232.21,0
256,117,15,17,135.31,0
257,144,40,1,92.81,0
258,25,82,3,263.77,0
259,127,16,18,252.98,0
260,36,77,8,225.61,0
261,25,13,1,62.11,0
262,118,36,19,59.89,0
263,183,55,17,229.18,0
264,147,81,19,306.27,0
265,108,18,15,304.47,0
266,50,38,19,684.15,0
267,11,42,11,462.03,0
268,39,60,15,141.74,0
269,43,89,15,65.91,0
270,12,55,6,328.87,0
271,108,90,9,96.68,0
272,32,77,10,134.73,0
273,179,6,1,90.08,0
274,26,42,20,503.48,0
275,119,62,6,248.15,0
276,184,96,17,217.33,0
277,116,16,2,108.11,0
278,199,45,17,156.59,0
279,38,55,8,222.52,0
280,35,56,18,390.68,0
281,148,45,15,171.99,0
282,60,3,13,224.7,0
283,82,60,6,70.82,0
284,165,10,18,101.87,0
285,73,32,14,176.04,0
286,195,96,2,174.53,0
287,65,13,18,70.53,0
288,86,14,2,188.31,0
289,16,65,1,151.42,0
290,180,78,6,88.4,0
291,130,23,20,131.28,0
292,171,94,6,486.38,0
293,74,99,5,32.07,0
294,125,33,3,36.1,0
295,154,74,2,369.43,0
296,154,59,17,329.86,0
297,110,92,9,92.17,0
298,42,2,5,94.68,1
299,81,31,18,169.96,0
300,136,53,7,429.56,0
301,11,20,16,134.25,0
302,136,11,8,66.89,0
303,84,41,16,488.27,0
304,190,76,18,456.69,0
305,96,33,10,22.3,1
306,52,82,17,287.24,0
307,114,66,12,108.24,0
308,197,49,12,337.09,0
309,79,32,14,305.87,0
310,19,52,12,109.24,0
311,135,57,4,71.32,0
312,117,2,13,91.62,0
313,44,93,2,116.95,0
314,21,78,4,38.7,0
315,144,61,18,134.77,0
316,171,71,2,457.22,0
317,149,87,9,46.89,0
318,63,98,9,387.07,0
319,132,80,15,236.14,0
320,18,91,8,51.85,1
321,120,73,18,29.37,0
322,52,50,10,233.27,0
323,77,49,14,149.81,0
324,40,76,11,253.71,0
325,42,17,17,362.25,0
326,148,82,4,237.56,0
327,150,94,10,457.55,0
328,87,63,1,17.91,0
329,62,23,14,132.71,0
330,76,94,7,380.73,0
331,135,20,20,46.93,0
332,45,3,17,145.07,0
333,35,32,9,301.9,0
334,49,3,17,178.37,0
335,24,65,7,158.84,0
336,143,12,2,68.18,0
337,37,82,20,205.1,0
338,158,60,8,139.62,0
339,120,19,2,350.87,0
340,25,80,15,124.02,0
341,99,58,5,202.6,0
342,65,22,3,19.29,1
343,126,93,11,62.9,0
344,90,41,18,248.08,0
345,74,91,9,72.2,1
346,82,89,3,68.0,0
347,20,49,17,290.99,0
348,148,48,19,260.81,0
349,34,95,17,66.28,1
350,8,58,9,183.12,0
351,166,39,13,18.17,0
352,24,51,16,33.59,0
353,177,17,1,364.0,0
354,8,87,20,74.29,0
355,87,10,5,66.68,0
356,131,55,19,175.41,0
357,195,53,7,331.87,0
358,66,68,14,331.65,0
359,109,71,12,381.82,0
360,38,1,2,314.01,0
361,126,63,19,22.29,0
362,104,67,8,92.1,0
363,119,36,16,38.8,0
364,105,51,18,13.09,1
365,139,2,7,98.78,0
366,157,38,4,455.17,0
367,127,6,20,193.35,0
368,22,30,6,225.5,0
369,107,87,17,40.45,0
370,105,95,6,55.68,1
371,49,24,8,100.94,1
372,177,98,14,256.79,0
373,128,70,9,224.38,1
374,21,63,1,20.24,0
375,182,18,18,221.8,0
376,24,22,4,27.63,0
377,170,33,2,15.72,1
378,115,64,16,149.63,0
379,28,45,4,187.03,0
380,91,39,7,35.45,0
381,193,91,5,103.38,0
382,157,25,3,55.41,0
383,142,57,1,36.96,0
384,147,49,1,277.37,0
385,106,46,16,138.83,0
386,93,12,20,110.22,0
387,2,2,11,144.85,0
388,166,84,2,431.35,0
389,95,13,4,62.06,0
390,12,28,5,309.04,0
391,130,90,15,59.77,0
392,18,59,15,185.81,1
393,2,91,1,120.78,0
394,165,4,1,684.76,0
395,147,4,15,681.95,0
396,127,58,10,150.27,0
397,159,71,6,425.57,0
398,11,92,1,180.18,0
399,188,21,16,122.28,0
400,188,61,18,204.51,0
401,178,72,18,359.14,0
402,196,40,19,164.9,0
403,189,84,11,491.99,0
404,33,41,6,473.45,0
405,34,5,14,300.06,0
406,107,50,5,435.85,0
407,131,22,6,30.17,0
408,146,15,9,115.19,0
409,121,76,16,549.1,0
410,104,21,11,92.27,0
411,149,30,8,247.29,0
412,5,66,18,86.44,0
413,73,43,1,115.88,0
414,25,82,10,426.37,0
415,66,11,20,101.79,0
416,140,98,11,493.15,0
417,56,60,20,109.29,0
418,101,91,3,68.89,0
419,9,2,14,189.07,0
420,190,29,14,74.17,0
421,52,71,2,418.8,0
422,170,99,7,47.18,0
423,137,79,2,185.14,0
424,15,81,19,439.8,0
425,24,79,7,163.62,0
426,183,94,11,318.75,0
427,117,16,16,239.36,0
428,103,61,15,120.88,0
429,20,9,11,29.08,0
430,123,90,16,125.12,1
431,183,45,10,94.39,0
432,69,26,16,53.06,0
433,57,69,13,293.22,0
434,169,71,11,366.11,0
435,185,80,9,179.27,0
436,53,54,5,381.69,0
437,136,100,16,225.48,0
438,33,1,14,363.43,0
439,122,4,18,598.45,0
440,194,22,2,24.83,0
441,176,5,19,233.52,0
442,50,81,4,368.58,0
443,200,91,11,110.07,0
444,43,80,20,151.64,0
445,77,23,4,107.1,0
446,40,18,20,200.43,0
447,88,86,2,136.72,0
448,3,57,7,53.63,0
449,126,34,11,564.33,0
450,89,38,4,578.02,0
451,81,40,2,95.7,0
452,81,33,18,25.58,0
453,21,39,8,25.23,0
454,148,77,5,319.48,0
455,105,22,10,33.4,1
456,46,11,10,61.42,0
457,136,100,6,252.76,0
458,83,61,12,144.73,0
459,139,74,18,150.84,0
460,110,55,3,193.23,0
461,94,1,18,237.37,0
462,93,68,11,286.74,0
463,64,81,4,322.01,0
464,57,9,9,32.37,0
465,187,70,13,261.46,0
466,115,25,17,110.25,0
467,30,39,13,35.62,0
468,179,24,11,89.78,0
469,2,89,10,166.66,0
470,111,63,19,19.67,0
471,66,76,13,532.41,0
472,132,65,14,101.41,0
473,151,30,12,267.79,0
474,51,70,4,499.8,0
475,15,39,10,29.47,0
476,161,7,17,301.52,0
477,137,79,17,212.74,0
478,7,23,14,105.52,0
479,74,83,17,198.78,0
480,145,60,13,123.68,0
481,95,62,20,212.8,0
482,114,31,13,157.09,0
483,72,87,14,28.91,0
484,26,77,9,297.23,0
485,109,48,6,101.94,0
486,141,98,6,576.21,0
487,174,62,13,139.37,0
488,193,62,20,263.61,0
489,191,65,1,153.31,0
490,48,61,5,160.35,0
491,60,52,11,66.29,0
492,59,25,8,102.36,0
493,22,98,16,550.04,0
494,141,74,20,179.05,0
495,188,33,9,16.01,0
496,176,84,2,663.6,0
497,40,49,5,310.69,0
498,76,70,8,215.85,0
499,22,90,18,56.27,1
500,129,88,19,109.55,0
501,118,54,14,504.18,1
502,17,10,20,74.09,0
503,117,73,18,60.09,0
504,71,3,15,292.22,0
505,166,28,8,342.61,0
506,84,42,9,422.06,0
507,94,6,20,169.63,0
508,187,61,6,132.16,0
509,163,70,13,457.97,0
510,9,75,3,371.22,0
511,72,70,10,309.74,0
512,84,6,8,90.53,0
513,133,92,7,192.87,0
514,176,32,20,461.82,0
515,101,22,17,16.57,0
516,121,15,18,72.41,0
517,74,41,11,389.19,0
518,83,15,3,125.54,0
519,85,62,12,242.76,0
520,95,37,17,465.6,1
521,59,31,15,350.89,0
522,179,35,15,327.62,0
523,133,29,4,75.6,0
524,6,91,20,63.2,1
525,20,26,16,68.0,0
526,85,6,1,206.33,0
527,38,52,4,164.45,0
528,31,95,4,65.44,1
529,189,88,10,61.08,0
530,81,57,2,82.32,0
531,33,38,3,653.87,0
532,136,31,5,175.76,0
533,136,95,4,62.33,0
534,171,38,12,594.1,0
535,152,100,20,173.56,0
536,86,28,6,122.49,0
537,13,91,14,55.63,0
538,13,36,14,58.18,0
539,98,6,2,91.8,0
540,38,88,1,90.28,0
541,31,21,19,64.15,1
542,181,43,11,48.44,0
543,37,49,14,177.94,0
544,133,32,18,312.85,0
545,55,46,17,150.4,0
546,48,22,13,22.22,0
547,81,18,12,240.63,0
548,198,15,7,81.61,0
549,130,3,18,348.32,0
550,198,26,16,46.24,0
551,3,80,9,190.94,0
552,128,6,7,251.04,0
553,150,48,12,115.53,0
554,104,40,5,89.38,0
555,161,93,5,46.69,0
556,31,4,3,570.89,0
557,17,91,13,113.93,0
558,169,74,6,164.96,1
559,90,10,20,55.54,0
560,132,94,1,381.63,0
561,156,4,8,629.78,0
562,37,81,8,285.79,0
563,188,78,13,62.37,0
564,163,77,17,254.78,0
565,86,68,11,505.93,0
566,185,61,7,205.35,0
567,186,98,13,651.64,0
568,55,45,6,177.2,0
569,66,95,16,33.46,0
570,86,5,11,201.26,0
571,37,94,6,653.74,0
572,170,72,9,253.72,0
573,166,90,20,48.29,0
574,2,76,9,223.88,0
575,5,84,17,487.3,0
576,53,42,20,482.8,0
577,79,70,7,400.47,0
578,97,22,13,13.07,0
579,61,22,1,24.04,1
580,141,64,7,208.93,0
581,112,29,6,145.83,0
582,66,9,15,25.33,0
583,59,73,7,55.77,0
584,101,5,12,156.61,0
585,195,100,19,288.43,0
586,148,34,14,544.77,0
587,90,81,19,170.49,0
588,135,76,3,296.42,0
589,31,12,20,50.31,0
590,157,73,19,63.53,0
591,20,26,9,46.92,0
592,199,20,9,122.08,0
593,16,60,12,171.06,0
594,111,51,15,32.88,0
595,188,72,20,369.69,0
596,155,80,8,209.21,0
597,50,99,1,70.6,0
598,71,63,16,11.98,0
599,153,25,8,116.45,0
600,67,77,8,267.71,0
601,199,4,7,479.97,0
602,28,25,15,121.81,0
603,7,29,9,103.32,0
604,92,84,15,674.49,0
605,107,49,12,255.07,0
606,39,30,2,184.25,0
607,72,66,5,137.88,0
608,66,48,5,141.37,0
609,175,24,4,159.86,0
610,188,66,11,157.46,0
611,58,17,5,334.22,0
612,61,86,6,156.45,0
613,91,39,18,28.22,0
614,195,39,6,34.64,0
615,58,99,18,88.91,0
616,104,56,2,251.79,0
617,64,16,18,102.52,0
618,49,26,5,44.86,0
619,86,89,11,185.82,0
620,150,18,7,352.15,0
621,80,18,15,261.86,0
622,91,60,5,176.0,0
623,88,16,20,197.01,0
624,97,1,20,238.75,0
625,90,69,15,273.27,0
626,99,5,2,185.95,0
627,169,1,14,196.77,1
628,41,95,7,34.33,0
629,151,75,17,405.2,0
630,169,86,14,80.29,0
631,176,46,9,343.14,0
632,11,78,5,96.77,0
633,23,20,15,63.98,0
634,95,72,2,212.89,0
635,169,90,20,100.12,1
636,45,69,12,307.07,0
637,28,72,12,287.08,0
638,117,64,1,194.26,0
639,193,39,6,32.35,0
640,120,60,10,73.46,0
641,17,92,1,113.37,0
642,172,63,3,19.94,0
643,30,31,4,166.46,1
644,162,52,2,116.48,0
645,25,95,8,52.43,0
646,57,12,18,66.03,0
647,16,50,14,399.88,0
648,68,2,20,178.03,0
649,44,35,9,392.67,1
650,178,72,4,237.18,0
651,16,87,8,60.03,0
652,34,40,10,89.25,1
653,77,64,11,202.66,0
654,165,26,5,61.74,0
655,119,4,5,330.51,0
656,99,86,19,97.81,0
657,85,39,19,19.87,0
658,152,44,8,140.0,0
659,85,72,14,319.15,0
660,187,19,7,396.67,0
661,113,58,5,336.06,0
662,73,37,20,514.65,0
663,174,66,12,100.65,0
664,76,9,20,26.52,0
665,190,69,4,151.71,0
666,187,25,20,85.75,0
667,90,37,1,625.2,0
668,130,40,4,145.39,0
669,88,29,14,133.85,0
670,70,76,4,196.41,0
671,101,41,1,352.03,0
672,154,89,14,176.79,0
673,69,30,4,146.78,0
674,81,68,16,225.18,0
675,128,44,1,60.64,0
676,30,74,15,371.53,1
677,123,64,15,222.61,0
678,198,86,1,122.89,0
679,6,88,20,98.95,0
680,188,70,13,179.6,0
681,48,97,12,310.75,0
682,121,82,5,429.72,0
683,46,27,20,82.4,0
684,179,95,12,47.68,0
685,17,25,7,74.42,0
686,88,15,20,77.54,0
687,72,59,20,155.02,0
688,151,30,8,150.31,0
689,82,93,14,108.43,0
690,45,19,5,427.21,0
691,103,47,15,279.01,0
692,180,56,4,201.4,0
693,34,17,1,643.42,0
694,87,91,15,62.23,0
695,48,45,4,255.38,0
696,197,12,19,56.86,0
697,55,56,4,233.69,0
698,35,86,10,136.86,0
699,73,65,12,90.27,0
700,146,56,6,272.99,0
701,42,24,1,203.7,1
702,157,37,17,556.86,1
703,131,39,4,22.2,0
704,136,61,6,144.75,0
705,122,55,14,215.24,0
706,28,6,18,97.15,0
707,23,84,4,429.63,0
708,13,68,2,484.75,0
709,44,47,1,334.14,0
710,78,91,19,57.69,0
711,189,59,6,344.29,0
712,4,61,13,150.56,0
713,63,6,17,192.44,0
714,141,32,20,519.69,0
715,83,84,11,555.35,0
716,122,94,20,551.43,0
717,12,19,17,308.62,0
718,51,45,15,255.73,0
719,107,92,10,216.65,0
720,148,100,6,220.2,0
721,164,39,3,34.42,0
722,88,41,1,511.33,0
723,119,45,8,273.16,0
724,126,62,20,123.38,0
725,164,52,8,75.91,0
726,154,18,4,267.48,0
727,119,34,13,540.91,0
728,91,37,3,653.05,0
729,148,72,16,339.29,0
730,81,71,14,345.26,0
731,158,49,4,258.96,0
732,188,68,16,246.92,0
733,50,90,3,77.64,0
734,16,7,8,399.35,0
735,73,43,12,93.53,0
736,171,19,2,181.25,0
737,56,81,11,417.42,0
738,51,16,13,204.14,0
739,31,60,1,164.03,1
740,126,79,11,164.65,0
741,48,50,3,285.46,0
742,51,63,20,18.84,0
743,3,84,5,568.98,0
744,50,3,18,268.83,0
745,158,33,11,16.48,0
746,15,43,4,91.81,0
747,111,74,18,325.0,0
748,18,28,18,164.15,1
749,33,88,20,66.54,0
750,142,75,10,218.33,0
751,15,1,1,257.26,0
752,75,27,13,40.52,0
753,85,35,1,286.26,0
754,46,5,14,165.85,0
755,48,21,12,107.03,0
756,14,74,19,141.82,0
757,81,47,20,263.27,0
758,94,36,9,44.53,0
759,154,73,13,49.15,0
760,1,34,13,226.69,0
761,126,57,6,79.71,0
762,195,21,10,90.97,0
763,30,47,15,231.37,0
764,98,50,12,223.21,0
765,169,49,11,254.98,0
766,102,64,12,155.89,0
767,148,59,2,253.31,0
768,23,62,20,214.37,0
769,95,39,3,33.05,0
770,146,85,11,163.71,0
771,155,52,8,126.01,0
772,107,11,10,56.72,0
773,172,80,10,258.15,0
774,17,82,13,310.37,0
775,198,22,1,27.43,1
776,127,3,17,279.49,0
777,126,43,11,74.28,0
778,154,41,8,364.25,0
779,119,34,5,380.28,0
780,56,60,16,80.51,0
781,186,25,5,122.92,0
782,169,35,19,440.41,1
783,126,3,19,342.39,0
784,106,60,5,84.37,1
785,6,9,11,44.6,0
786,157,67,9,42.59,0
787,74,47,5,360.03,0
788,129,25,3,84.78,0
789,36,100,20,167.25,1
790,117,68,6,545.51,0
791,49,3,19,129.73,0
792,139,12,3,109.88,0
793,11,82,9,377.12,0
794,24,83,19,114.76,0
795,175,27,10,34.6,0
796,75,50,10,254.53,0
797,26,79,1,199.2,0
798,162,85,8,208.4,0
799,170,40,16,99.35,1
800,1,48,8,177.0,0
801,58,54,11,614.57,0
802,98,20,6,72.07,0
803,6,90,16,79.03,1
804,107,36,5,55.82,0
805,7,10,9,83.4,0
806,93,62,16,202.16,0
807,74,2,16,171.07,1
808,5,89,2,185.27,0
809,119,12,3,58.13,0
810,144,94,15,489.19,0
811,199,51,17,21.82,0
812,161,46,4,334.34,0
813,188,75,11,218.04,0
814,130,34,11,235.74,0
815,96,2,13,126.2,1
816,86,30,17,241.55,0
817,72,57,14,79.99,0
818,41,8,15,115.73,0
819,62,59,1,161.97,0
820,76,3,6,151.52,0
821,180,2,13,197.92,0
822,125,61,7,104.48,0
823,199,47,19,355.34,0
824,100,64,11,147.78,0
825,97,62,19,242.27,0
826,96,49,6,294.13,0
827,117,45,20,277.07,0
828,78,51,8,13.74,0
829,23,86,17,182.74,0
830,189,64,9,102.33,0
831,72,1,12,340.85,0
832,133,25,13,60.45,0
833,197,82,4,253.43,0
834,198,85,20,211.25,0
835,159,41,8,499.23,0
836,25,66,6,193.81,0
837,30,23,16,78.35,0
838,191,85,20,331.97,0
839,58,91,7,135.97,0
840,179,75,3,354.82,0
841,30,28,7,332.4,1
842,77,64,6,184.03,0
843,79,93,15,84.57,0
844,104,99,4,78.01,0
845,50,10,15,79.71,0
846,52,93,16,131.33,0
847,102,45,20,172.35,0
848,196,21,13,114.37,0
849,118,42,11,521.45,0
850,139,12,13,105.25,0
851,154,42,8,495.02,0
852,95,16,3,128.55,0
853,64,41,6,237.94,0
854,20,75,13,346.0,1
855,70,29,6,156.75,0
856,129,45,2,202.03,0
857,117,5,3,325.68,0
858,105,35,5,280.1,1
859,53,79,13,169.86,0
860,122,62,11,229.18,0
861,161,46,7,164.56,0
862,42,99,14,77.49,0
863,43,68,14,526.58,0
864,47,12,6,75.51,0
865,141,37,4,440.01,0
866,189,82,10,358.37,0
867,188,77,18,210.48,0
868,181,81,17,343.9,0
869,168,56,14,375.95,0
870,48,31,16,308.77,0
871,24,94,5,544.59,0
872,40,61,13,73.82,0
873,5,78,5,59.32,0
874,21,86,2,145.43,0
875,119,74,8,193.24,0
876,162,42,14,529.98,0
877,144,79,8,186.18,0
878,74,39,2,48.4,0
879,127,50,19,480.28,0
880,142,2,14,128.03,0
881,184,4,19,685.08,0
882,2,15,1,63.04,0
883,44,62,19,242.52,0
884,7,89,15,143.88,0
885,193,20,20,56.9,0
886,23,12,17,108.46,0
887,180,83,18,203.61,0
888,43,26,17,24.62,0
889,109,7,14,452.66,0
890,158,44,5,128.66,0
891,154,18,9,343.07,0
892,12,31,13,134.98,0
893,49,64,4,207.41,0
894,85,20,13,94.33,0
895,144,97,11,203.32,0
896,62,61,12,206.75,0
897,129,11,3,82.23,0
898,23,45,17,177.62,0
899,143,39,14,49.86,0
900,117,28,4,259.73,0
901,126,92,20,197.28,0
902,118,42,1,561.19,0
903,88,52,15,107.12,0
904,151,66,18,185.92,0
905,106,39,4,39.4,0
906,159,28,6,266.18,1
907,131,54,10,334.31,0
908,161,16,11,257.3,0
909,158,42,16,451.09,0
910,63,58,9,132.36,0
911,14,56,17,238.01,0
912,63,7,19,206.81,0
913,99,79,4,91.99,0
914,1,95,13,61.73,0
915,192,58,9,290.45,0
916,32,63,16,13.37,0
917,198,92,10,190.7,0
918,124,29,7,115.14,0
919,154,100,13,158.69,0
920,66,92,13,106.73,0
921,85,29,9,125.98,0
922,38,72,10,338.03,0
923,93,81,18,217.77,0
924,33,87,11,71.6,0
925,130,74,20,220.1,0
926,142,55,15,361.53,0
927,18,30,10,154.12,0
928,171,76,13,483.25,0
929,152,47,20,393.94,0
930,78,13,15,42.15,0
931,1,97,4,310.52,0
932,48,36,7,40.32,0
933,197,24,19,155.16,0
934,47,53,4,355.83,0
935,40,11,9,83.37,0
936,163,12,10,92.81,0
937,134,82,5,373.67,0
938,3,62,4,216.42,0
939,73,56,8,320.13,0
940,68,39,13,35.72,0
941,41,91,12,129.6,0
942,138,85,13,385.1,0
943,178,91,14,53.57,0
944,67,31,6,228.66,0
945,199,41,20,528.71,0
946,180,84,16,518.44,0
947,194,37,10,473.66,0
948,109,87,19,65.36,0
949,174,68,9,481.37,0
950,129,92,14,100.22,0
951,3,39,20,43.01,0
952,10,10,16,88.22,0
953,102,56,15,297.76,0
954,145,72,7,256.88,0
955,75,34,14,302.03,0
956,156,91,4,130.4,0
957,122,58,10,228.75,0
958,40,3,15,221.41,0
959,83,19,14,432.25,0
960,191,80,7,180.91,0
961,88,39,9,20.2,0
962,66,70,4,282.58,0
963,127,21,4,82.73,1
964,200,55,20,353.2,0
965,99,9,14,41.53,0
966,190,6,18,152.82,0
967,20,97,4,207.68,0
968,135,95,4,26.87,0
969,140,31,14,350.66,0
970,36,48,11,157.34,0
971,152,3,7,336.96,0
972,132,15,9,76.39,0
973,11,94,6,485.86,0
974,32,58,17,177.4,0
975,68,2,6,71.51,0
976,11,45,15,185.04,0
977,126,70,17,181.21,0
978,131,10,3,97.12,0
979,81,29,18,131.04,0
980,87,94,4,244.41,0
981,29,70,19,373.89,0
982,44,9,6,42.27,0
983,188,88,1,82.88,0
984,174,74,14,235.56,1
985,31,69,15,157.78,0
986,117,81,14,280.21,0
987,175,51,12,12.77,0
988,100,87,4,64.48,0
989,166,57,10,59.11,0
990,132,50,18,417.65,0
991,62,78,15,63.69,0
992,67,18,1,287.47,0
993,24,24,15,75.74,0
994,12,57,11,31.13,0
995,181,78,4,47.9,0
996,199,30,15,227.9,0
